class,precision,recall,f1_score,support
4,1.0,1.0,1.0,1029
5,1.0,1.0,1.0,88
6,1.0,1.0,1.0,994
7,0.999,1.0,0.9995,1002
8,1.0,0.9734,0.9865,188
9,1.0,1.0,1.0,795
10,0.9156,0.9782,0.9459,1009
11,0.8515,0.9126,0.881,892
12,0.7643,0.6015,0.6732,399
13,1.0,1.0,1.0,971
14,0.5528,0.8494,0.6697,1029
15,0.9708,0.9568,0.9638,139
16,0.9783,0.8026,0.8818,1013
17,0.993,0.9578,0.9751,592
18,0.9369,0.9905,0.963,105
19,0.9877,0.9563,0.9718,252
20,0.7543,0.6849,0.7179,968
21,1.0,0.9945,0.9972,182
22,0.867,0.989,0.924,1002
23,0.9151,0.9796,0.9462,979
24,0.0,0.0,0.0,607
25,0.9057,1.0,0.9505,96
macro,0.8802105650178198,0.889207333496465,0.8821093598508607,0
fold 2,,,,
0,0.989,0.9928,0.9909,10000
1,0.6642,0.7127,0.6876,630
2,0.999,0.9931,0.996,1009
3,0.8224,0.8113,0.8168,816
4,1.0,1.0,1.0,976
5,1.0,1.0,1.0,114
6,1.0,1.0,1.0,968
7,1.0,1.0,1.0,1007
8,0.9879,0.9819,0.9849,166
9,0.9987,1.0,0.9994,773
10,0.8939,0.9866,0.938,973
11,0.8809,0.9277,0.9037,885
12,0.8116,0.591,0.684,401
13,1.0,1.0,1.0,941
14,0.5723,0.783,0.6613,991
15,0.9746,0.9829,0.9787,117
16,0.957,0.8071,0.8756,1047
17,0.9797,0.9874,0.9836,636
18,0.9785,1.0,0.9891,91
19,0.9959,0.9879,0.9919,247
20,0.7781,0.7165,0.746,984
21,1.0,1.0,1.0,206
22,0.8742,0.9709,0.92,995
23,0.9252,0.9768,0.9503,1076
24,0.4726,0.1542,0.2326,616
25,0.9107,1.0,0.9533,102
macro,0.9025545562534081,0.8986042120310546,0.895520038778518,0
fold 3,,,,
0,0.9897,0.9914,0.9906,10000
1,0.6057,0.7349,0.6641,581
2,1.0,0.994,0.997,994
3,0.9185,0.7302,0.8136,756
4,1.0,1.0,1.0,1007
5,1.0,1.0,1.0,116
6,1.0,1.0,1.0,1029
7,1.0,1.0,1.0,1019
8,0.994,1.0,0.997,166
9,1.0,1.0,1.0,805
10,0.913,0.9787,0.9447,987
11,0.825,0.943,0.8801,930
12,0.7168,0.6263,0.6685,388
13,0.998,1.0,0.999,1006
14,0.5363,0.79,0.6389,981
15,0.9328,0.9921,0.9615,126
16,0.9682,0.7819,0.8651,972
17,0.9838,0.9838,0.9838,617
18,0.9082,0.9674,0.9368,92
19,0.9751,0.9592,0.9671,245
20,0.7706,0.7233,0.7462,994
21,1.0,1.0,1.0,196
22,0.8806,0.9736,0.9248,1023
23,0.9288,0.9699,0.9489,996
24,0.379,0.0726,0.1219,647
25,0.9208,0.9894,0.9538,94
macro,0.8901957437715714,0.8923711756531454,0.8847492680923155,0
fold 4,,,,
0,0.9874,0.9913,0.9893,10000
1,0.5985,0.687,0.6397,575
2,0.999,0.9969,0.998,979
3,0.8934,0.7816,0.8338,847
4,0.997,1.0,0.9985,991
5,1.0,1.0,1.0,104
6,1.0,1.0,1.0,970
7,1.0,1.0,1.0,1001
8,0.9932,0.9481,0.9701,154
9,0.9988,1.0,0.9994,820
10,0.9056,0.9844,0.9434,897
11,0.8418,0.9295,0.8834,893
12,0.7068,0.6589,0.682,428
13,1.0,1.0,1.0,1028
14,0.65,0.1765,0.2777,1031
15,0.9645,0.9714,0.968,140
16,0.9796,0.7685,0.8613,998
17,0.9592,0.9919,0.9753,616
18,0.9592,0.9895,0.9741,95
19,0.9821,0.9865,0.9843,222
20,0.7728,0.6763,0.7213,1041
21,1.0,1.0,1.0,210
22,0.8621,0.9827,0.9185,1043
23,0.8943,0.9848,0.9374,988
24,0.3601,0.7458,0.4857,602
25,0.8034,1.0,0.891,94
macro,0.8887891832210244,0.8942909559675466,0.8819947590145483,0
fold 5,,,,
0,0.9845,0.9955,0.99,10000
1,0.6051,0.6943,0.6467,543
2,1.0,0.9961,0.998,1019
3,0.87,0.7901,0.8281,805
4,1.0,1.0,1.0,963
5,1.0,1.0,1.0,97
6,1.0,1.0,1.0,970
7,1.0,0.999,0.9995,995
8,1.0,0.9632,0.9813,136
9,1.0,1.0,1.0,820
10,0.9312,0.9776,0.9538,1025
11,0.877,0.8993,0.888,904
12,0.7468,0.6132,0.6734,380
13,1.0,1.0,1.0,1011
14,0.5568,0.5806,0.5684,1030
15,0.9375,0.9836,0.96,122
16,0.9742,0.7813,0.8671,1015
17,0.9775,0.9886,0.983,615
18,0.9747,0.9872,0.9809,78
19,0.9926,0.957,0.9745,279
20,0.7666,0.726,0.7458,1000
21,1.0,1.0,1.0,209
22,0.8557,0.9871,0.9167,1009
23,0.9,0.979,0.9379,1002
24,0.3523,0.2634,0.3014,634
25,0.8947,0.9714,0.9315,105
macro,0.8922036078558672,0.8897485756868182,0.8894633928301381,0
fold 6,,,,
0,0.9889,0.9918,0.9904,10000
1,0.613,0.7046,0.6556,589
2,1.0,0.9979,0.999,967
3,0.8833,0.8253,0.8533,853
4,0.999,1.0,0.9995,1001
5,1.0,1.0,1.0,104
6,0.999,1.0,0.9995,1049
7,1.0,1.0,1.0,1015
8,0.9806,0.987,0.9838,154
9,1.0,1.0,1.0,794
10,0.9253,0.9767,0.9503,1028
11,0.8427,0.9457,0.8912,940
12,0.71,0.568,0.6311,375
13,0.999,1.0,0.9995,1018
14,0.5502,0.8698,0.674,983
15,0.953,1.0,0.9759,142
16,0.9735,0.7946,0.875,969
17,0.9839,0.9808,0.9823,624
18,0.9778,0.9888,0.9832,89
19,0.9823,0.9737,0.978,228
20,0.8259,0.6845,0.7486,970
21,1.0,0.9953,0.9977,214
22,0.8545,0.9868,0.9159,982
23,0.9033,0.9772,0.9388,965
24,0.0,0.0,0.0,630
25,0.9022,1.0,0.9486,83
macro,0.8787469514417727,0.894173615783974,0.8835104171335881,0
fold 7,,,,
0,0.9883,0.9898,0.9891,10000
1,0.6108,0.6744,0.641,605
2,0.999,0.995,0.997,1004
3,0.8934,0.7814,0.8337,837
4,1.0,0.999,0.9995,1006
5,1.0,1.0,1.0,109
6,1.0,1.0,1.0,1023
7,1.0,0.9989,0.9995,922
8,0.9706,1.0,0.9851,132
9,1.0,1.0,1.0,819
10,0.9141,0.9846,0.948,1037
11,0.806,0.9541,0.8738,871
12,0.6958,0.6084,0.6491,406
13,1.0,1.0,1.0,1004
14,0.5428,0.8343,0.6577,996
15,0.9542,1.0,0.9766,125
16,0.9468,0.7759,0.8528,986
17,0.9866,0.9655,0.9759,608
18,0.939,0.9747,0.9565,79
19,0.9872,0.9627,0.9748,241
20,0.8119,0.645,0.7189,1017
21,1.0,1.0,1.0,204
22,0.8678,0.9773,0.9193,1014
23,0.8895,0.9823,0.9336,1016
24,0.2679,0.0248,0.0453,606
25,0.8462,1.0,0.9167,99
macro,0.8814499166936073,0.8895342882567389,0.8786075496627005,0
fold 8,,,,
0,0.9873,0.9909,0.9891,10000
1,0.6381,0.6682,0.6528,657
2,1.0,0.996,0.998,1012
3,0.857,0.8007,0.8279,868
4,1.0,0.999,0.9995,1039
5,1.0,1.0,1.0,82
6,0.999,1.0,0.9995,987
7,1.0,1.0,1.0,989
8,0.9864,0.9932,0.9898,146
9,0.9987,1.0,0.9993,750
10,0.8993,0.9825,0.939,1027
11,0.8176,0.9258,0.8683,862
12,0.789,0.5837,0.671,442
13,1.0,1.0,1.0,992
14,0.5368,0.8112,0.6461,943
15,0.9677,0.9677,0.9677,155
16,0.9738,0.8027,0.88,973
17,0.9784,0.9768,0.9776,603
18,1.0,1.0,1.0,84
19,0.9873,0.971,0.9791,241
20,0.7575,0.6942,0.7245,1053
21,1.0,0.9947,0.9973,189
22,0.8794,0.9891,0.931,1010
23,0.8962,0.9668,0.9301,964
24,0.3636,0.0519,0.0908,617
25,0.8989,0.9877,0.9412,81
macro,0.8927720324330838,0.8905266664771736,0.8846066846890008,0
fold 9,,,,
0,0.9913,0.9894,0.9903,10000
1,0.6433,0.693,0.6672,596
2,1.0,0.9971,0.9986,1039
3,0.9091,0.7692,0.8333,793
4,0.999,0.9981,0.9986,1047
5,1.0,1.0,1.0,95
6,1.0,1.0,1.0,990
7,1.0,1.0,1.0,1015
8,0.9873,0.9811,0.9842,159
9,1.0,1.0,1.0,820
10,0.92,0.9792,0.9487,963
11,0.7978,0.9719,0.8763,889
12,0.6965,0.6813,0.6888,411
13,1.0,1.0,1.0,1014
14,0.5571,0.8815,0.6827,1013
15,0.9752,0.9365,0.9555,126
16,0.9669,0.7924,0.871,1031
17,0.9703,0.9858,0.978,563
18,0.9574,0.9783,0.9677,92
19,0.9817,0.964,0.9727,222
20,0.8019,0.6593,0.7237,1001
21,0.9949,1.0,0.9975,196
22,0.8662,0.9766,0.9181,981
23,0.906,0.993,0.9475,1000
24,0.6667,0.0033,0.0065,610
25,0.8909,0.98,0.9333,100
macro,0.9030593303291096,0.8927294275349527,0.8823156889411916,0
fold 10,,,,
0,0.9912,0.9916,0.9914,10000
1,0.5984,0.7235,0.655,622
2,1.0,0.9939,0.997,989
3,0.8352,0.7828,0.8082,861
4,1.0,0.9989,0.9995,941
5,0.9886,1.0,0.9943,87
6,0.998,1.0,0.999,1020
7,1.0,0.9981,0.999,1035
8,0.9926,0.9926,0.9926,135
9,0.9963,1.0,0.9981,802
10,0.9179,0.9867,0.9511,1054
11,0.8912,0.897,0.8941,922
12,0.6158,0.6719,0.6426,384
13,1.0,1.0,1.0,1015
14,0.5733,0.8534,0.6859,1003
15,0.9424,0.9632,0.9527,136
16,0.9673,0.8012,0.8764,996
17,0.9924,0.9776,0.985,670
18,0.9485,0.9892,0.9684,93
19,0.9777,0.9821,0.9799,223
20,0.7647,0.6553,0.7058,972
21,1.0,1.0,1.0,194
22,0.8585,0.9671,0.9095,941
23,0.9117,0.9576,0.9341,1014
24,0.0,0.0,0.0,551
25,0.9464,1.0,0.9725,106
macro,0.8733906664329132,0.89168350652992,0.8804632482149716,0
fold 1,,,,
0,0.9929,0.9905,0.9917,10000
1,0.6417,0.7125,0.6752,480
2,1.0,0.9981,0.999,518
3,0.792,0.7888,0.7904,502
4,1.0,0.9981,0.9991,538
5,1.0,1.0,1.0,108
6,1.0,1.0,1.0,513
7,1.0,1.0,1.0,496
8,1.0,0.9871,0.9935,155
9,1.0,1.0,1.0,506
10,0.8752,0.9808,0.925,522
11,0.8633,0.8966,0.8796,493
12,0.7452,0.6851,0.7139,397
13,1.0,0.9979,0.9989,475
14,0.6644,0.1915,0.2973,517
15,0.9485,0.9847,0.9663,131
16,0.9431,0.7751,0.8509,449
17,0.9716,0.9917,0.9816,483
18,0.9789,1.0,0.9894,93
19,0.9868,0.9697,0.9782,231
20,0.7362,0.6369,0.683,504
21,0.9947,1.0,0.9974,189
22,0.8558,0.9494,0.9002,494
23,0.8551,0.9732,0.9103,485
24,0.4994,0.7819,0.6095,541
25,0.9691,1.0,0.9843,94
macro,0.8966917604658504,0.8957558492072657,0.8890233390337031,0
fold 2,,,,
0,0.9884,0.9952,0.9918,10000
1,0.6722,0.7076,0.6895,513
2,0.9979,0.9958,0.9969,481
3,0.8357,0.7946,0.8146,448
4,1.0,0.998,0.999,512
5,1.0,1.0,1.0,104
6,1.0,1.0,1.0,519
7,1.0,1.0,1.0,478
8,1.0,0.9809,0.9904,157
9,1.0,1.0,1.0,501
10,0.8927,0.981,0.9348,526
11,0.9027,0.8786,0.8905,486
12,0.7328,0.6536,0.6909,407
13,1.0,0.998,0.999,511
14,0.4574,0.5202,0.4868,496
15,0.9237,0.968,0.9453,125
16,0.974,0.7878,0.871,523
17,0.9856,0.9796,0.9826,489
18,0.9892,0.9892,0.9892,93
19,0.9754,0.9558,0.9655,249
20,0.7657,0.6571,0.7072,557
21,1.0,0.9947,0.9974,190
22,0.8272,0.9822,0.8981,507
23,0.8463,0.9612,0.9001,464
24,0.4536,0.3458,0.3924,480
25,0.9238,0.9898,0.9557,98
macro,0.8901699373352917,0.8890338033231503,0.8880286438079299,0
fold 3,,,,
0,0.9919,0.992,0.992,10000
1,0.6593,0.7157,0.6864,503
2,1.0,0.9915,0.9957,472
3,0.8738,0.749,0.8066,490
4,0.9962,1.0,0.9981,519
5,1.0,1.0,1.0,102
6,1.0,1.0,1.0,516
7,1.0,1.0,1.0,499
8,0.9755,0.9876,0.9815,161
9,0.9981,1.0,0.999,518
10,0.8789,0.9736,0.9238,492
11,0.8491,0.9018,0.8746,499
12,0.7326,0.7107,0.7215,401
13,1.0,1.0,1.0,525
14,0.7,0.1609,0.2617,522
15,1.0,0.9917,0.9959,121
16,0.9338,0.8055,0.8649,473
17,0.9815,0.9735,0.9775,490
18,0.963,1.0,0.9811,78
19,0.9838,0.9838,0.9838,247
20,0.7073,0.5943,0.6459,488
21,1.0,1.0,1.0,222
22,0.8085,0.9693,0.8816,488
23,0.8717,0.9741,0.92,502
24,0.4928,0.8283,0.6179,495
25,0.9175,0.9889,0.9519,90
macro,0.8967407221342106,0.8958507427180122,0.8869786202280673,0
fold 4,,,,
0,0.9894,0.992,0.9907,10000
1,0.6734,0.7193,0.6956,513
2,1.0,0.9905,0.9952,525
3,0.8851,0.7479,0.8108,484
4,1.0,1.0,1.0,472
5,1.0,1.0,1.0,92
6,1.0,1.0,1.0,515
7,1.0,1.0,1.0,491
8,0.9863,0.973,0.9796,148
9,1.0,1.0,1.0,495
10,0.898,0.9528,0.9245,508
11,0.8208,0.9347,0.874,490
12,0.678,0.6813,0.6796,411
13,1.0,1.0,1.0,471
14,0.6923,0.1069,0.1852,505
15,0.9557,0.9742,0.9649,155
16,0.9428,0.7782,0.8526,487
17,0.959,0.9961,0.9772,517
18,0.9494,0.974,0.9615,77
19,0.974,0.9657,0.9698,233
20,0.7728,0.5962,0.6731,525
21,1.0,1.0,1.0,203
22,0.844,0.9603,0.8984,479
23,0.8874,0.9498,0.9176,498
24,0.4713,0.8631,0.6097,504
25,0.9274,1.0,0.9623,115
macro,0.8964275028233014,0.8906152418984317,0.8816351073320841,0
fold 5,,,,
0,0.9882,0.9942,0.9912,10000
1,0.6786,0.7234,0.7003,499
2,1.0,1.0,1.0,479
3,0.8833,0.7613,0.8178,507
4,0.998,1.0,0.999,499
5,1.0,1.0,1.0,93
6,1.0,1.0,1.0,473
7,1.0,0.9981,0.999,523
8,0.9819,0.9879,0.9849,165
9,0.9981,1.0,0.999,516
10,0.8561,0.9774,0.9128,487
11,0.8365,0.9275,0.8796,524
12,0.7746,0.6563,0.7106,419
13,1.0,1.0,1.0,484
14,0.6694,0.1711,0.2726,485
15,0.9348,0.9773,0.9556,132
16,0.9647,0.7649,0.8533,536
17,0.9936,0.9748,0.9841,477
18,0.9783,0.9574,0.9677,94
19,0.9833,0.9712,0.9772,243
20,0.7076,0.666,0.6861,476
21,1.0,0.9948,0.9974,192
22,0.8266,0.9535,0.8856,495
23,0.8457,0.9617,0.9,496
24,0.5395,0.8123,0.6484,538
25,0.9419,1.0,0.9701,81
macro,0.8992550731231995,0.8935093389860983,0.8881630874345515,0
fold 6,,,,
0,0.9921,0.9928,0.9925,10000
1,0.6803,0.6694,0.6748,496
2,0.998,0.998,0.998,501
3,0.779,0.8333,0.8052,516
4,0.9962,1.0,0.9981,523
5,1.0,1.0,1.0,95
6,1.0,1.0,1.0,458
7,1.0,1.0,1.0,526
8,0.9873,0.9688,0.9779,160
9,1.0,1.0,1.0,479
10,0.9035,0.9779,0.9392,498
11,0.8928,0.8842,0.8885,518
12,0.7855,0.7026,0.7418,417
13,1.0,0.998,0.999,505
14,0.5175,0.2374,0.3255,497
15,0.9504,0.9853,0.9675,136
16,0.9661,0.798,0.874,500
17,0.9714,0.9876,0.9794,482
18,0.9897,0.9897,0.9897,97
19,0.9818,0.9774,0.9796,221
20,0.7361,0.6427,0.6862,473
21,0.984,1.0,0.992,185
22,0.8691,0.8945,0.8816,512
23,0.8497,0.9824,0.9112,512
24,0.4596,0.7089,0.5576,505
25,0.9259,0.9901,0.9569,101
macro,0.8929226688510842,0.893037975498577,0.8890913003728083,0
fold 7,,,,
0,0.9893,0.9902,0.9898,10000
1,0.6641,0.6849,0.6744,511
2,1.0,0.9941,0.997,508
3,0.8879,0.7661,0.8225,496
4,1.0,1.0,1.0,518
5,1.0,1.0,1.0,92
6,1.0,1.0,1.0,544
7,1.0,0.998,0.999,501
8,0.9924,0.9776,0.985,134
9,0.9958,1.0,0.9979,475
10,0.8755,0.9715,0.921,492
11,0.8869,0.9381,0.9118,485
12,0.8205,0.5744,0.6757,390
13,0.9979,1.0,0.9989,465
14,0.7125,0.1226,0.2092,465
15,0.942,0.9848,0.963,132
16,0.934,0.7795,0.8498,508
17,0.9725,0.9725,0.9725,509
18,0.8989,0.9756,0.9357,82
19,0.9922,0.9808,0.9865,261
20,0.7111,0.7232,0.7171,531
21,1.0,1.0,1.0,204
22,0.8485,0.9263,0.8857,502
23,0.8651,0.962,0.911,500
24,0.4952,0.8986,0.6385,513
25,0.8962,1.0,0.9453,95
macro,0.8991752039917918,0.8931160601873173,0.8841221061212815,0
fold 8,,,,
0,0.9901,0.9921,0.9911,10000
1,0.6537,0.7219,0.6861,489
2,0.998,0.994,0.996,503
3,0.8825,0.7539,0.8132,508
4,1.0,1.0,1.0,485
5,0.9896,1.0,0.9948,95
6,1.0,1.0,1.0,490
7,1.0,1.0,1.0,488
8,0.9933,1.0,0.9966,148
9,1.0,1.0,1.0,486
10,0.893,0.9824,0.9356,510
11,0.8631,0.9124,0.887,525
12,0.8646,0.6073,0.7135,410
13,1.0,0.998,0.999,512
14,0.4782,0.5859,0.5266,524
15,0.9576,0.9658,0.9617,117
16,0.9697,0.8062,0.8804,516
17,0.9678,0.9903,0.9789,516
18,0.9808,0.9808,0.9808,104
19,0.9622,0.9745,0.9683,235
20,0.6255,0.7232,0.6708,448
21,0.9953,0.9953,0.9953,214
22,0.8264,0.9625,0.8893,534
23,0.8526,0.9898,0.9161,491
24,0.4723,0.2322,0.3114,478
25,0.956,1.0,0.9775,87
macro,0.8912441923928018,0.8911005106347556,0.8873076471648589,0
fold 9,,,,
0,0.9885,0.9922,0.9904,10000
1,0.6661,0.7042,0.6846,524
2,1.0,0.992,0.996,503
3,0.875,0.7718,0.8201,517
4,0.9959,1.0,0.998,489
5,0.9914,1.0,0.9957,115
6,1.0,1.0,1.0,496
7,1.0,1.0,1.0,502
8,0.98,1.0,0.9899,147
9,1.0,1.0,1.0,530
10,0.8185,0.9762,0.8904,462
11,0.8403,0.8938,0.8663,471
12,0.8182,0.5784,0.6777,389
13,1.0,1.0,1.0,519
14,0.7222,0.1674,0.2718,466
15,0.9662,0.9795,0.9728,146
16,0.9605,0.7688,0.854,506
17,0.9748,0.9872,0.981,549
18,0.9651,0.9765,0.9708,85
19,0.9688,0.9575,0.9631,259
20,0.6828,0.6487,0.6653,501
21,0.9947,1.0,0.9973,188
22,0.8035,0.9645,0.8767,479
23,0.8834,0.9585,0.9194,506
24,0.4879,0.8149,0.6104,470
25,0.9126,1.0,0.9543,94
macro,0.8960172789100854,0.8896964356992101,0.8825342301163853,0
fold 10,,,,
0,0.9889,0.9946,0.9917,10000
1,0.6128,0.7712,0.6829,472
2,1.0,0.998,0.999,510
3,0.8979,0.7274,0.8037,532
4,1.0,1.0,1.0,445
5,1.0,1.0,1.0,100
6,1.0,1.0,1.0,476
7,0.998,1.0,0.999,496
8,0.9874,0.9752,0.9812,161
9,0.998,1.0,0.999,494
10,0.8732,0.9861,0.9262,503
11,0.8079,0.9587,0.8769,509
12,0.7296,0.622,0.6715,373
13,0.9963,1.0,0.9981,533
14,0.828,0.1472,0.25,523
15,0.9549,0.9549,0.9549,133
16,0.9095,0.741,0.8167,502
17,0.9713,0.9693,0.9703,488
18,0.9596,1.0,0.9794,95
19,0.9905,0.9457,0.9676,221
20,0.7613,0.5775,0.6568,497
21,0.9953,1.0,0.9977,213
22,0.8371,0.9471,0.8887,510
23,0.9086,0.9469,0.9274,546
24,0.4684,0.8256,0.5977,476
25,0.8966,0.9905,0.9412,105
macro,0.8988840132292053,0.8876486674258033,0.8799057332073065,0
fold 1,,,,
0,0.932,0.9684,0.9499,8835
1,0.0,0.0,0.0,61
2,0.9913,0.9942,0.9927,686
3,0.0,0.0,0.0,7
4,0.8812,1.0,0.9368,89
5,0.0,0.0,0.0,3
6,0.0,0.0,0.0,64
7,0.0,0.0,0.0,7
8,0.0,0.0,0.0,8
9,0.0,0.0,0.0,17
10,0.7513,0.8836,0.8121,670
11,0.0,0.0,0.0,21
12,0.1441,0.8095,0.2446,21
13,0.0,0.0,0.0,22
14,0.6617,0.7652,0.7097,115
15,0.9689,0.9995,0.984,4152
16,0.4767,0.5529,0.512,908
17,0.0,0.0,0.0,11
18,0.2487,0.7581,0.3745,124
19,0.3333,0.0955,0.1485,157
20,0.2279,0.2153,0.2214,144
21,0.5,0.4533,0.4755,75
22,0.0,0.0,0.0,3
23,0.0,0.0,0.0,14
24,0.0,0.0,0.0,3
25,0.0,0.0,0.0,255
26,0.0,0.0,0.0,389
27,0.0,0.0,0.0,4
28,0.0,0.0,0.0,6
29,0.0,0.0,0.0,16
30,0.0,0.0,0.0,43
31,0.0,0.0,0.0,6
32,0.0,0.0,0.0,5
33,0.0,0.0,0.0,16
34,0.0,0.0,0.0,5
35,0.0,0.0,0.0,5
36,0.0,0.0,0.0,10
37,0.0,0.0,0.0,8
macro,0.18729253161839954,0.2235661107444964,0.19373002856777197,0
fold 2,,,,
0,0.9456,0.9657,0.9555,8835
1,0.0,0.0,0.0,68
2,0.9599,1.0,0.9796,647
3,0.0,0.0,0.0,2
4,0.9318,0.9111,0.9213,90
6,0.0,0.0,0.0,66
7,0.0,0.0,0.0,8
8,0.0,0.0,0.0,5
9,0.0,0.0,0.0,13
10,0.5996,0.9447,0.7336,615
11,0.0,0.0,0.0,11
12,0.1456,0.8333,0.2479,18
13,0.0,0.0,0.0,23
14,0.8033,0.8448,0.8235,116
15,0.9499,0.9986,0.9736,4255
16,0.4344,0.6489,0.5204,883
17,0.0,0.0,0.0,10
18,0.1607,0.0714,0.0989,126
19,0.0776,0.0776,0.0776,116
20,0.0952,0.0247,0.0392,162
21,0.0,0.0,0.0,70
22,0.0,0.0,0.0,3
23,0.0,0.0,0.0,16
24,0.0,0.0,0.0,6
25,0.0,0.0,0.0,261
26,0.0,0.0,0.0,408
27,0.0,0.0,0.0,4
28,0.0,0.0,0.0,2
29,0.0,0.0,0.0,27
30,0.0,0.0,0.0,48
31,0.0,0.0,0.0,7
32,0.0,0.0,0.0,5
33,0.0,0.0,0.0,20
34,0.0,0.0,0.0,11
35,0.0,0.0,0.0,3
36,0.0,0.0,0.0,18
37,0.0,0.0,0.0,7
macro,0.16496539618882994,0.1978624922905067,0.17219685218412714,0
fold 3,,,,
0,0.9519,0.9892,0.9702,8835
1,0.0,0.0,0.0,64
2,0.9557,0.9905,0.9728,631
3,0.0,0.0,0.0,6
4,0.8533,0.9697,0.9078,66
5,0.0,0.0,0.0,1
6,0.0,0.0,0.0,61
7,0.0,0.0,0.0,3
8,0.0,0.0,0.0,4
9,0.0,0.0,0.0,17
10,0.6253,0.9201,0.7446,651
11,0.0,0.0,0.0,15
12,0.0915,1.0,0.1677,14
13,0.0,0.0,0.0,25
14,0.8704,0.7966,0.8319,118
15,0.9756,1.0,0.9877,4283
16,0.4277,0.6848,0.5266,847
17,0.0,0.0,0.0,4
18,0.0,0.0,0.0,126
19,0.0845,0.0438,0.0577,137
20,0.3333,0.08,0.129,150
21,0.0,0.0,0.0,93
22,0.0,0.0,0.0,4
23,0.0,0.0,0.0,13
24,0.0,0.0,0.0,6
25,0.0,0.0,0.0,223
26,0.0,0.0,0.0,409
27,0.0,0.0,0.0,2
28,0.0,0.0,0.0,4
29,0.0,0.0,0.0,23
30,0.0,0.0,0.0,63
31,0.0,0.0,0.0,7
32,0.0,0.0,0.0,7
33,0.0,0.0,0.0,27
34,0.0,0.0,0.0,13
35,0.0,0.0,0.0,9
36,0.0,0.0,0.0,16
37,0.0,0.0,0.0,8
macro,0.16234692569927175,0.19670352680723163,0.1656785769316342,0
fold 4,,,,
0,0.9319,0.9751,0.953,8835
1,0.0,0.0,0.0,70
2,0.9309,0.9969,0.9627,635
3,0.0,0.0,0.0,3
4,0.9538,0.9118,0.9323,68
5,0.0,0.0,0.0,7
6,0.0,0.0,0.0,54
7,0.0,0.0,0.0,6
8,0.0,0.0,0.0,9
9,0.0,0.0,0.0,23
10,0.4599,0.935,0.6165,631
11,0.0,0.0,0.0,19
12,0.0886,0.3889,0.1443,18
13,0.0,0.0,0.0,20
14,0.7823,0.7462,0.7638,130
15,0.9486,0.9824,0.9652,4261
16,0.5211,0.4334,0.4732,969
17,0.0,0.0,0.0,7
18,0.0328,0.0161,0.0216,124
19,0.1065,0.1295,0.1169,139
20,0.3,0.0183,0.0345,164
21,0.2,0.1449,0.1681,69
22,0.0,0.0,0.0,4
23,0.0,0.0,0.0,9
24,0.0,0.0,0.0,7
25,0.0,0.0,0.0,207
26,0.0,0.0,0.0,377
27,0.0,0.0,0.0,2
28,0.0,0.0,0.0,8
29,0.0,0.0,0.0,13
30,0.0,0.0,0.0,44
31,0.0,0.0,0.0,3
32,0.0,0.0,0.0,5
33,0.0,0.0,0.0,14
34,0.0,0.0,0.0,14
35,0.0,0.0,0.0,1
36,0.0,0.0,0.0,13
37,0.0,0.0,0.0,3
macro,0.16463835707405058,0.17574898234582728,0.16189873720281273,0
fold 5,,,,
0,0.9486,0.972,0.9602,8835
1,0.0,0.0,0.0,59
2,0.9846,0.9831,0.9838,649
3,0.0,0.0,0.0,6
4,0.7623,1.0,0.8651,93
5,0.0,0.0,0.0,2
6,0.0,0.0,0.0,55
7,0.0,0.0,0.0,6
8,0.0,0.0,0.0,3
9,0.0,0.0,0.0,18
10,0.5581,0.932,0.6982,618
11,0.0,0.0,0.0,10
12,0.1802,0.8333,0.2963,24
13,0.0,0.0,0.0,27
14,0.7808,0.8444,0.8114,135
15,0.9366,0.9986,0.9666,4175
16,0.4778,0.5217,0.4988,991
17,0.0,0.0,0.0,4
18,0.214,0.5361,0.3059,97
19,0.1507,0.0853,0.1089,129
20,0.2353,0.028,0.05,143
21,0.1429,0.0114,0.0211,88
22,0.0,0.0,0.0,6
23,0.0,0.0,0.0,10
24,0.0,0.0,0.0,5
25,0.0,0.0,0.0,240
26,0.0,0.0,0.0,418
27,0.0,0.0,0.0,1
28,0.0,0.0,0.0,2
29,0.0,0.0,0.0,26
30,0.0,0.0,0.0,42
31,0.0,0.0,0.0,10
32,0.0,0.0,0.0,4
33,0.0,0.0,0.0,16
34,0.0,0.0,0.0,9
35,0.0,0.0,0.0,3
36,0.0,0.0,0.0,21
37,0.0,0.0,0.0,5
macro,0.16768238668025176,0.20383836997102145,0.17279579799950873,0
fold 6,,,,
0,0.9612,0.9834,0.9721,8835
1,0.0,0.0,0.0,48
2,0.9682,0.9957,0.9818,703
3,0.0,0.0,0.0,9
4,0.8617,1.0,0.9257,81
5,0.0,0.0,0.0,3
6,0.0,0.0,0.0,53
7,0.0,0.0,0.0,6
8,0.0,0.0,0.0,2
9,0.0,0.0,0.0,18
10,0.5789,0.9477,0.7188,631
11,0.0,0.0,0.0,18
12,0.1237,0.5714,0.2034,21
13,0.0,0.0,0.0,22
14,0.7832,0.875,0.8266,128
15,0.9725,1.0,0.9861,4215
16,0.448,0.644,0.5284,896
17,0.0,0.0,0.0,7
18,0.125,0.0088,0.0165,113
19,0.0885,0.1149,0.1,148
20,0.037,0.0075,0.0124,134
21,0.8571,0.0741,0.1364,81
22,0.0,0.0,0.0,8
23,0.0,0.0,0.0,3
24,0.0,0.0,0.0,7
